Date,Strategy_Name,Portfolio_Value,Total_Invested,Daily_Return
2015-01-02,QQQ Buy and Hold,1000.0,1000.0,0.0
2015-01-05,QQQ Buy and Hold,985.3241325687627,1000.0,-0.014675867431237293
2015-01-06,QQQ Buy and Hold,972.1061327631451,1000.0,-0.013414874728743337
2015-01-07,QQQ Buy and Hold,984.6437943434737,1000.0,0.012897420515896884
2015-01-08,QQQ Buy and Hold,1003.4988823014871,1000.0,0.019149146184976783
2015-01-09,QQQ Buy and Hold,996.8898823986782,1000.0,-0.006585956416464957
2015-01-12,QQQ Buy and Hold,986.4904266692586,1000.0,-0.010431900165740405
2015-01-13,QQQ Buy and Hold,986.1988531441347,1000.0,-0.0002955665024630654
2015-01-14,QQQ Buy and Hold,980.7561473418215,1000.0,-0.00551887257317436
2015-01-15,QQQ Buy and Hold,968.0241034114102,1000.0,-0.012981865028243013
2015-01-16,QQQ Buy and Hold,979.3954708912431,1000.0,0.011746987951807246
2015-01-20,QQQ Buy and Hold,987.1707648945477,1000.0,0.007938870695643517
2015-01-21,QQQ Buy and Hold,992.2247059966958,1000.0,0.00511962193561101
2015-01-22,QQQ Buy and Hold,1010.5938380795027,1000.0,0.018513076697032036
2015-01-23,QQQ Buy and Hold,1012.8292351054527,1000.0,0.002211963839199748
2015-01-26,QQQ Buy and Hold,1011.662941004957,1000.0,-0.0011515209672775199
2015-01-27,QQQ Buy and Hold,985.4213237438044,1000.0,-0.025939091171101956
2015-01-28,QQQ Buy and Hold,980.3673826416564,1000.0,-0.005128710918236473
2015-01-29,QQQ Buy and Hold,989.7949266206631,1000.0,0.009616337860612658
2015-01-30,QQQ Buy and Hold,982.1168237923998,1000.0,-0.007757266300078616
2015-02-02,QQQ Buy and Hold,1999.378207314788,2000.0,0.008708560118753188
2015-02-03,QQQ Buy and Hold,2018.6011116919926,2000.0,0.00961444128323349
2015-02-04,QQQ Buy and Hold,2016.8357429226576,2000.0,-0.0008745505781751376
2015-02-05,QQQ Buy and Hold,2034.2932785305275,2000.0,0.00865590352071582
2015-02-06,QQQ Buy and Hold,2021.9356971451816,2000.0,-0.006074631183106696
2015-02-09,QQQ Buy and Hold,2015.4626783242861,2000.0,-0.003201396973224663
2015-02-10,QQQ Buy and Hold,2046.847012001355,2000.0,0.015571776155717707
2015-02-11,QQQ Buy and Hold,2054.1046391641776,2000.0,0.0035457594633445575
2015-02-12,QQQ Buy and Hold,2078.035193592943,2000.0,0.01165011459129105
2015-02-13,QQQ Buy and Hold,2095.885033371776,2000.0,0.008589767793090397
2015-02-17,QQQ Buy and Hold,2097.8465542265926,2000.0,0.000935891436593435
2015-02-18,QQQ Buy and Hold,2100.788835508818,2000.0,0.0014025245441794433
2015-02-19,QQQ Buy and Hold,2111.184896039347,2000.0,0.004948646125116724
2015-02-20,QQQ Buy and Hold,2125.3078461940286,2000.0,0.006689584688283926
2015-02-23,QQQ Buy and Hold,2127.465519134327,2000.0,0.001015228426395934
2015-02-24,QQQ Buy and Hold,2129.034735818181,2000.0,0.0007375991148811775
2015-02-25,QQQ Buy and Hold,2123.7386295101755,2000.0,-0.0024875621890548204
2015-02-26,QQQ Buy and Hold,2134.526994211668,2000.0,0.005079892860441463
2015-02-27,QQQ Buy and Hold,2125.1116941085475,2000.0,-0.004410953868774029
2015-03-02,QQQ Buy and Hold,3153.3801956797706,3000.0,0.009045597194018734
2015-03-03,QQQ Buy and Hold,3138.6690366988278,3000.0,-0.0046652030735454715
2015-03-04,QQQ Buy and Hold,3126.5539645968747,3000.0,-0.003859939343810327
2015-03-05,QQQ Buy and Hold,3132.03459245252,3000.0,0.0017529292370144637
2015-03-06,QQQ Buy and Hold,3096.5547384396577,3000.0,-0.01132805304844358
2015-03-09,QQQ Buy and Hold,3105.49681546729,3000.0,0.0028877503493246605
2015-03-10,QQQ Buy and Hold,3047.805995934181,3000.0,-0.01857700167193015
2015-03-11,QQQ Buy and Hold,3030.2102959765825,3000.0,-0.005773234904410368
2015-03-12,QQQ Buy and Hold,3050.113628715505,3000.0,0.006568300809138484
2015-03-13,QQQ Buy and Hold,3036.84474022289,3000.0,-0.004350293171931093
2015-03-16,QQQ Buy and Hold,3076.074497505404,3000.0,0.012917933130699083
2015-03-17,QQQ Buy and Hold,3080.978217165718,3000.0,0.0015941485371342996
2015-03-18,QQQ Buy and Hold,3111.2658974206,3000.0,0.009830540211590648
2015-03-19,QQQ Buy and Hold,3115.8811629832485,3000.0,0.0014834044131280975
2015-03-20,QQQ Buy and Hold,3128.861597378198,3000.0,0.004165895204591769
2015-03-23,QQQ Buy and Hold,3122.804061327222,3000.0,-0.0019360191758089219
2015-03-24,QQQ Buy and Hold,3111.5543515182653,3000.0,-0.003602438573803811
2015-03-25,QQQ Buy and Hold,3040.3061893948748,3000.0,-0.022897932696764614
2015-03-26,QQQ Buy and Hold,3029.921841878915,3000.0,-0.0034155597722960096
2015-03-27,QQQ Buy and Hold,3042.0369139808677,3000.0,0.003998476770753879
2015-03-30,QQQ Buy and Hold,3076.939859798399,3000.0,0.01147354447183774
2015-03-31,QQQ Buy and Hold,3044.3445467621923,3000.0,-0.010593418955657593
2015-04-01,QQQ Buy and Hold,4023.2682770945853,4000.0,-0.005211294296001623
2015-04-02,QQQ Buy and Hold,4025.950711415917,4000.0,0.0006667301647776683
2015-04-06,QQQ Buy and Hold,4058.9063330779927,4000.0,0.008185798591281167
2015-04-07,QQQ Buy and Hold,4052.0086448231395,4000.0,-0.0016993957703928136
2015-04-08,QQQ Buy and Hold,4084.197856679121,4000.0,0.007944013618309093
2015-04-09,QQQ Buy and Hold,4109.872585183297,4000.0,0.006286357665603318
2015-04-10,QQQ Buy and Hold,4126.733600917382,4000.0,0.004102564102564082
2015-04-13,QQQ Buy and Hold,4116.387068535103,4000.0,-0.00250719658278388
2015-04-14,QQQ Buy and Hold,4104.507716540634,4000.0,-0.002885868553342043
2015-04-15,QQQ Buy and Hold,4130.182445044809,4000.0,0.006255251610493901
2015-04-16,QQQ Buy and Hold,4124.434371499098,4000.0,-0.0013917238819818676
2015-04-17,QQQ Buy and Hold,4060.0559477871366,4000.0,-0.015609030939329116
2015-04-20,QQQ Buy and Hold,4120.985527371673,4000.0,0.015007078810759824
2015-04-21,QQQ Buy and Hold,4138.612952911853,4000.0,0.004277478147665927
2015-04-22,QQQ Buy and Hold,4161.22204219165,4000.0,0.005462962962962995
2015-04-23,QQQ Buy and Hold,4176.933443216593,4000.0,0.0037756699511925277
2015-04-24,QQQ Buy and Hold,4233.647768867608,4000.0,0.013577981651376183
2015-04-27,QQQ Buy and Hold,4222.9180315822805,4000.0,-0.002534395365677056
2015-04-28,QQQ Buy and Hold,4214.487523715237,4000.0,-0.0019963702359346537
2015-04-29,QQQ Buy and Hold,4188.046385404968,4000.0,-0.006273867975995615
2015-04-30,QQQ Buy and Hold,4122.135142080815,4000.0,-0.01573794491719291
2015-05-01,QQQ Buy and Hold,5189.750944830232,5000.0,0.013200706516686825
2015-05-04,QQQ Buy and Hold,5198.321962080158,5000.0,0.0016515276630884193
2015-05-05,QQQ Buy and Hold,5113.564124830889,5000.0,-0.01630484565356784
2015-05-06,QQQ Buy and Hold,5078.327720581194,5000.0,-0.006890771952695734
2015-05-07,QQQ Buy and Hold,5108.802448580931,5000.0,0.006000937646507272
2015-05-08,QQQ Buy and Hold,5172.608910330379,5000.0,0.01248951440022359
2015-05-11,QQQ Buy and Hold,5152.609870080552,5000.0,-0.0038663352665009826
2015-05-12,QQQ Buy and Hold,5129.2776564557535,5000.0,-0.004528232141206866
2015-05-13,QQQ Buy and Hold,5139.753344205663,5000.0,0.002042331971778675
2015-05-14,QQQ Buy and Hold,5214.987828955013,5000.0,0.014637761719473766
2015-05-15,QQQ Buy and Hold,5214.987828955013,5000.0,0.0
2015-05-18,QQQ Buy and Hold,5237.843874954817,5000.0,0.004382761139517933
2015-05-19,QQQ Buy and Hold,5232.129863454866,5000.0,-0.0010909090909091322
2015-05-20,QQQ Buy and Hold,5235.463036829838,5000.0,0.0006370586093921314
2015-05-21,QQQ Buy and Hold,5262.604591454603,5000.0,0.005184174624829406
2015-05-22,QQQ Buy and Hold,5257.366747579648,5000.0,-0.0009952949692363321
2015-05-26,QQQ Buy and Hold,5196.89345920517,5000.0,-0.011502581287926783
2015-05-27,QQQ Buy and Hold,5280.698961204448,5000.0,0.016126076598863892
2015-05-28,QQQ Buy and Hold,5268.7947705795505,5000.0,-0.002254283137962128
2015-05-29,QQQ Buy and Hold,5237.36770732982,5000.0,-0.005964753727971177
2015-06-01,QQQ Buy and Hold,6258.349851631229,6000.0,0.003363942176561547
2015-06-02,QQQ Buy and Hold,6238.501877292058,6000.0,-0.0031714389271474655
2015-06-03,QQQ Buy and Hold,6257.215681668991,6000.0,0.0029997272975183916
2015-06-04,QQQ Buy and Hold,6209.5805432549805,6000.0,-0.007612833061446469
2015-06-05,QQQ Buy and Hold,6194.836333745882,6000.0,-0.002374429223744339
2015-06-08,QQQ Buy and Hold,6131.889900841654,6000.0,-0.010161113145367993
2015-06-09,QQQ Buy and Hold,6121.68237118151,6000.0,-0.001664662905761515
2015-06-10,QQQ Buy and Hold,6205.610948387147,6000.0,0.0137100509495137
2015-06-11,QQQ Buy and Hold,6214.684308085053,6000.0,0.0014621219044137492
2015-06-12,QQQ Buy and Hold,6163.646659784327,6000.0,-0.008212428141253815
2015-06-15,QQQ Buy and Hold,6133.024070803892,6000.0,-0.004968258349434098
2015-06-16,QQQ Buy and Hold,6166.482084689923,6000.0,0.005455386037910209
2015-06-17,QQQ Buy and Hold,6183.494634123498,6000.0,0.0027588743792533693
2015-06-18,QQQ Buy and Hold,6273.661146121447,6000.0,0.014581804842259622
2015-06-19,QQQ Buy and Hold,6228.294347631913,6000.0,-0.0072313115791376404
2015-06-22,QQQ Buy and Hold,6274.228231102567,6000.0,0.007375034143676612
2015-06-23,QQQ Buy and Hold,6279.33199593264,6000.0,0.0008134490238612022
2015-06-24,QQQ Buy and Hold,6247.008152008846,6000.0,-0.005147656461663572
2015-06-25,QQQ Buy and Hold,6234.532282424225,6000.0,-0.001997095134350026
2015-06-26,QQQ Buy and Hold,6193.135078802525,6000.0,-0.0066399854466072765
2015-06-29,QQQ Buy and Hold,6046.8271536737775,6000.0,-0.023624210237157755
2015-06-30,QQQ Buy and Hold,6068.376382956308,6000.0,0.003563725030479318
2015-07-01,QQQ Buy and Hold,7124.521789231542,7000.0,0.007943182880104609
2015-07-02,QQQ Buy and Hold,7126.503391805962,7000.0,0.00027813832746153476
2015-07-06,QQQ Buy and Hold,7109.990037019128,7000.0,-0.0023171749003614794
2015-07-07,QQQ Buy and Hold,7127.824460188908,7000.0,0.002508361204013341
2015-07-08,QQQ Buy and Hold,7003.644032191919,7000.0,-0.01742192567880637
2015-07-09,QQQ Buy and Hold,6999.680827043079,7000.0,-0.0005658775818164884
2015-07-10,QQQ Buy and Hold,7106.687366061762,7000.0,0.015287345475134516
2015-07-13,QQQ Buy and Hold,7231.528328250225,7000.0,0.017566688353936245
2015-07-14,QQQ Buy and Hold,7279.086790036306,7000.0,0.006576543660942628
2015-07-15,QQQ Buy and Hold,7287.013200333986,7000.0,0.0010889292196006382
2015-07-16,QQQ Buy and Hold,7390.056534203828,7000.0,0.01414068165337203
2015-07-17,QQQ Buy and Hold,7499.04467579693,7000.0,0.014747944225956433
2015-07-20,QQQ Buy and Hold,7524.805509264391,7000.0,0.0034352153615784422
